,Date,User ID,Tweet,label,paslon,Clean
5828,2022-12-22,2765058648.0,ganjar presiden pranowo,Positive,ganjar,
5829,2022-12-22,2765058648.0,ganjar presiden pranowo,Positive,ganjar,
5830,2022-12-22,2716630250.0,ganjar presiden pranowo,Positive,ganjar,
5836,2022-12-22,46036125.0,gubernur jawa tengah ganjar pranowo terlihat kembali jemput puan maharani usai sebelumnya diisukan sempat renggang akibat pencalonan presiden untuk pilpres puan nomor satu,Positive,ganjar,gubernur jawa tengah terlihat kembali jemput puan maharani usai sebelumnya diisukan sempat renggang akibat pencalonan untuk puan nomor satu
5863,2022-12-21,341414105.0,pendiri lembaga survei cyrus network hasan nasbi menilai peluang puan maharani menjadi calon presiden capres dari pdi perjuangan lebih besar ketimbang ganjar pranowo dari sisi riwayat pengalaman atau curriculum vitae puan lebih di atas untuk bisa menjadi capres,Positive,ganjar,pendiri lembaga cyrus network hasan nasbi menilai peluang puan maharani menjadi capres dari pdi perjuangan lebih besar ketimbang dari sisi riwayat pengalaman atau curriculum vitae puan lebih di atas untuk bisa menjadi capres
5871,2022-12-21,235808412.0,siapakah yang paling pantas menjadi presiden ri periode anies rasyid baswedan prabowo subianto ganjar pranowo ridwan kamil airlangga hartarto erick thohir sandiaga uno berikan suara anda klik link,Positive,ganjar,siapakah yang paling pantas menjadi periode rasyid ridwan kamil airlangga hartarto erick thohir sandiaga uno berikan suara anda klik link
5909,2022-12-21,18129942.0,hasil survei terbaru smrc tren suara untuk puan maharani sebagai bakal calon presiden melemah ganjar pranowo konsisten menempati peringkat pertama,Negative,ganjar,hasil terbaru smrc tren suara untuk puan maharani sebagai bakal melemah konsisten menempati peringkat pertama
5942,2022-12-20,46693036.0,lingkaran survei indonesia lsi denny ja menilai ganjar pranowo dan airlangga hartarto aha masih sebagai pasangan caprescawapres paling ideal dengan elektabilitas tertinggi jika keduanya maju dalam kontestasi pemilihan presiden pilpres meski,Positive,ganjar,lingkaran lsi denny ja menilai dan airlangga hartarto aha masih sebagai pasangan caprescawapres paling ideal dengan elektabilitas tertinggi jika keduanya maju dalam kontestasi pemilihan meski
5955,2022-12-20,2425122774.0,diy dukung ganjar di sebagai presiden ri,Positive,ganjar,diy dukung di sebagai
5978,2022-12-20,2926259030.0,ganjar for presiden pranowo,Positive,ganjar,for
5980,2022-12-20,2926259030.0,mantap mendukung ganjar pranowo,Positive,ganjar,mantap mendukung
5981,2022-12-20,2926259030.0,ganjar membantu umkm pranowo,Positive,ganjar,membantu umkm
5999,2022-12-19,1964287824.0,bukan hanya jateng saja loh ya secara umum masyarakat indonesia juga puas sangat suka dengan kinerja dan cara kerja dan gaya kepemimpinan dari ganjar pranowo hal itulah yg membuat mayoritas rakyat indonesia menghendaki ganjar untuk menjadi presiden ri,Positive,ganjar,bukan hanya jateng saja loh secara umum masyarakat juga puas sangat suka dengan kinerja dan cara kerja dan gaya kepemimpinan dari hal itulah membuat mayoritas rakyat menghendaki untuk menjadi
6016,2022-12-19,1044869809.0,pak ganjar presiden,Positive,ganjar,pak
6017,2022-12-19,890917986.0,presiden is ganjar pranowo,Negative,ganjar,is
6037,2022-12-19,136299265.0,lagi dukungan warga jakarta untuk yg kampanye anies yg terus dapat dukungan ganjar terus bergerak ambil alih jakarta komunitas wartegpedagang pasar jakarta utara dukung ganjar jadi presiden,Positive,ganjar,lagi dukungan warga jakarta untuk kampanye terus dapat dukungan terus bergerak ambil alih jakarta komunitas wartegpedagang pasar jakarta utara dukung jadi
6038,2022-12-19,564578290.0,komunitas gowes sepeda siap dukung ganjar presiden pranowo,Positive,ganjar,komunitas gowes sepeda siap dukung
6039,2022-12-19,1012651604.0,tuan guru sumut beri dukungan ganjar presiden pranowo,Positive,ganjar,tuan guru sumut beri dukungan
6045,2022-12-19,3867223278.0,arep mbape opo messi ra masalah sing paling keren kuwi yo pak ganjar dadi presiden ri,Negative,ganjar,arep mbape opo messi ra masalah sing paling keren kuwi yo pak dadi
6046,2022-12-19,2926259030.0,ganjar presiden,Positive,ganjar,
6055,2022-12-19,1878861787.0,gusgus nusantara ggn di blitar mendeklarasikan dukungan kepada gubernur jawa tengah pranowo menjadi presiden ri mereka juga menggelar sholawat doa bersama untuk kebaikan indonesia,Positive,ganjar,gusgus nusantara ggn di blitar mendeklarasikan dukungan kepada gubernur jawa tengah menjadi mereka juga menggelar sholawat doa bersama untuk kebaikan
6056,2022-12-19,1878861787.0,deklarasi dukungan menjadi presiden lewat aksi kebudayaan kegiatan yg digelar di kabupaten bojonegoro jawa timur amp kabupaten maros sulawesi selatan ini menampilkan pertunjukan seni hingga lomba fashion show,Positive,ganjar,deklarasi dukungan menjadi lewat aksi kebudayaan kegiatan digelar di kabupaten bojonegoro jawa timur kabupaten maros sulawesi selatan ini menampilkan pertunjukan seni hingga lomba fashion show
6057,2022-12-19,123757780.0,loyalis emakemak di sulsel memperkuat dukungan ganjar pranowo presiden,Positive,ganjar,loyalis emakemak di sulsel memperkuat dukungan
6062,2022-12-18,231355136.0,gusgus di blitar berdoa untuk indonesia dan deklarasi ganjar presiden,Positive,ganjar,gusgus di blitar berdoa untuk dan deklarasi
6063,2022-12-18,2335281158.0,calon presiden ini memang mboiiiss luwesan dan multi talenta mau dikondisikan dimanapun seperti apapun bagaimanapun ganjar pranowo pasti bisa,Positive,ganjar,ini memang mboiiiss luwesan dan multi talenta mau dikondisikan dimanapun seperti apapun bagaimanapun pasti bisa
6064,2022-12-18,2335281158.0,sy dukung ganjar presiden titik ga pake koma,Positive,ganjar,dukung titik koma
6065,2022-12-18,79130206.0,gusgus nusantara di blitar berdoa untuk indonesia amp dukung ganjar jadi presiden,Positive,ganjar,gusgus nusantara di blitar berdoa untuk dukung jadi
6066,2022-12-18,2363519953.0,pendukung argentina mendoakan ganjar jadi presiden,Positive,ganjar,pendukung argentina mendoakan jadi
6069,2022-12-18,325406568.0,narasinya udh di bangun hanya kejauhan bos harusnya hanya kecurangan yg bisa gagalin anies jadi capres heuheuheu tp maaf ganjar presiden tahun,Positive,ganjar,narasinya di bangun hanya kejauhan bos harusnya hanya kecurangan bisa gagalin jadi capres heuheuheu maaf tahun
6072,2022-12-18,69183155.0,komunitas kolaborasi warteg kowarteg indonesia mengonsolidasikan dukungan ganjar presiden di pasar bambu kuning sunter agung tanjung priok,Positive,ganjar,komunitas kolaborasi warteg kowarteg mengonsolidasikan dukungan di pasar bambu kuning sunter agung tanjung priok
6081,2022-12-18,1012651604.0,gie ganjar memperoleh banyak dukungan jadi presiden pranowo,Positive,ganjar,gie memperoleh banyak dukungan jadi
6085,2022-12-18,1854261536.0,gusgus nusantara blitar deklarasi ganjar presiden antara news jawa timur,Positive,ganjar,gusgus nusantara blitar deklarasi antara news jawa timur
6101,2022-12-18,1852379899.0,ganjar for presiden pranowo,Positive,ganjar,for
6113,2022-12-18,3273171655.0,mari kita dukung ganjar pranowo dan erick tohir presiden nkri ingat jangan pilih politik identitas,Positive,ganjar,mari kita dukung dan erick tohir nkri ingat jangan pilih politik identitas
6115,2022-12-18,136299265.0,ada lagi dukungan kepada ganjar presiden dari nelayan terus mengalir,Positive,ganjar,ada lagi dukungan kepada dari nelayan terus mengalir
6116,2022-12-18,136299265.0,ga ada habisnya yg kampanye anies yg terus dapat dukungan ganjar kiai muda jatim deklarasi dukung ganjar presiden,Positive,ganjar,ada habisnya kampanye terus dapat dukungan kiai muda jatim deklarasi dukung
6121,2022-12-18,136299265.0,ganjar makin tak terbendung elektabilitas terus naik dukungan terus datang dari penjuru nusantara pdhl belum deklarasi belum keliling kampanye dan belum gerakkn partai ribuan pengemudi ojol sejabodetabek siap antar ganjar menuju kursi presiden,Positive,ganjar,makin tak terbendung elektabilitas terus naik dukungan terus datang dari penjuru nusantara belum deklarasi belum keliling kampanye dan belum gerakkn partai ribuan pengemudi ojol sejabodetabek siap antar menuju kursi
6130,2022-12-18,79130206.0,ribuan pengemudi ojol sejabodetabek siap antar ganjar menuju kursi presiden,Positive,ganjar,ribuan pengemudi ojol sejabodetabek siap antar menuju kursi
6131,2022-12-17,943536788.0,pasangan ganjar amp menempati posisi pertama dalam program the matchmaker capres dan cawapres di pilpres tak hanya itu erick thohir yang kini menjabat sebagai menteri bumn juga berada di peringkat pertama calon wakil presiden favorit,Positive,ganjar,pasangan menempati posisi pertama dalam program the matchmaker capres dan cawapres di tak hanya itu erick thohir yang kini menjabat sebagai menteri bumn juga berada di peringkat pertama wakil favorit
6132,2022-12-17,231355136.0,setarakan pendidikan pesantren ganjar pranowo diapresiasi santri di kota kembang jadi presiden,Positive,ganjar,setarakan pendidikan pesantren diapresiasi santri di kota kembang jadi
6135,2022-12-17,55507370.0,nama anies baswedan ganjar pranowo dan prabowo subianto memiliki elektabilitas tinggi di pulau jawa sebagai calon presiden di pemilu berdasarkan riset poltracking simak video selengkapnya di politik,Negative,ganjar,nama dan memiliki elektabilitas tinggi di pulau jawa sebagai di berdasarkan riset poltracking simak video selengkapnya di politik
6137,2022-12-17,1964287824.0,pacul kayaknya masih ga paham dgn aspirasi arus bawah nih statementnya terkesan setengah hatipadahal relawan ganjar sesungguhnya paham tentang mekanisme pencalonan caprescawapres abaikan paculrelawan juga bisa tegak lurus dlm dukung ganjar presiden,Positive,ganjar,pacul kayaknya masih paham aspirasi arus bawah statementnya terkesan setengah hatipadahal relawan sesungguhnya paham tentang mekanisme pencalonan caprescawapres abaikan paculrelawan juga bisa tegak lurus dukung
6139,2022-12-17,79130206.0,ribuan pengemudi ojol sejabodetabek siap antar ganjar menuju kursi presiden,Positive,ganjar,ribuan pengemudi ojol sejabodetabek siap antar menuju kursi
6144,2022-12-17,386086953.0,pemikiran yang luar biasa dari seorang ganjar gua yakin ganjar menang untuk presiden,Positive,ganjar,pemikiran yang luar dari seorang gua yakin menang untuk
6150,2022-12-17,2392460208.0,kinerjanya nyata untuk rakyat tuan guru sumut beri dukungan ganjar presiden,Positive,ganjar,kinerjanya nyata untuk rakyat tuan guru sumut beri dukungan
6152,2022-12-17,3700681692.0,kinerja nyata untuk rakyat tuan guru sumut beri dukungan ganjar presiden,Positive,ganjar,kinerja nyata untuk rakyat tuan guru sumut beri dukungan
6174,2022-12-17,3316020867.0,ganjar next presiden ri jokowi periode saya dukung,Positive,ganjar,next jokowi periode saya dukung
6177,2022-12-17,121640063.0,sebanyak lima ribu orang dari komunitas ojek online atau ojol melakukan deklarasi mendukung ganjar pranowo sebagai presiden di stadion persikabo kabupaten bogor jabar arp,Positive,ganjar,sebanyak lima ribu orang dari komunitas ojek online atau ojol melakukan deklarasi mendukung sebagai di stadion persikabo kabupaten bogor jabar arp
6186,2022-12-17,3827798354.0,pengamat politik dari uin syarif hidayatullah adi prayitno memprediksi banyak partai yang akan merapat ke pdi perjuangan jika partai banteng tersebut mengusung ganjar pranowo sebagai calon presiden capres pada pemilu,Positive,ganjar,pengamat politik dari uin syarif hidayatullah adi prayitno memprediksi banyak partai yang akan merapat ke pdi perjuangan jika partai banteng tersebut mengusung sebagai capres pada
6187,2022-12-16,1964287824.0,kita dukung ganjar presiden itu bukan untuk pribadi bukan pula untuk pak ganjarnya melainkan demi keberlangsungan masa depan kemajuan dan kebesaran nkri,Positive,ganjar,kita dukung itu bukan untuk pribadi bukan pula untuk pak ganjarnya melainkan demi keberlangsungan masa depan kemajuan dan kebesaran nkri
6189,2022-12-16,231355136.0,dukungan kepada ganjar presiden dari nelayan terus mengalir,Positive,ganjar,dukungan kepada dari nelayan terus mengalir
6191,2022-12-16,79130206.0,makmak di sulawesi selatan perkuat dukungan untuk ganjar pranowo agar jadi presiden,Positive,ganjar,makmak di sulawesi selatan perkuat dukungan untuk agar jadi
6192,2022-12-16,41730943.0,cara emakemak di sulsel perkuat dukungan ganjar pranowo presiden,Positive,ganjar,cara emakemak di sulsel perkuat dukungan
6195,2022-12-16,231355136.0,tuan guru di sumut beri dukungan ganjar presiden,Positive,ganjar,tuan guru di sumut beri dukungan
6199,2022-12-16,79130206.0,sejahterakan nelayan di jateng ganjar didukung jadi presiden,Positive,ganjar,sejahterakan nelayan di jateng didukung jadi
6202,2022-12-16,41730943.0,dukung ganjar presiden nelayan pesisir lamongan gelar deklarasi,Positive,ganjar,dukung nelayan pesisir lamongan gelar deklarasi
6208,2022-12-16,123757780.0,loyalis emakemak di sulsel memperkuat dukungan ganjar pranowo presiden sekelompok loyalis ganjar pranowo yakni relawan mak ganjar mengadakan kegiatan dzikir dan doa bersama ribuan,Positive,ganjar,loyalis emakemak di sulsel memperkuat dukungan sekelompok loyalis yakni relawan mak mengadakan kegiatan dzikir dan doa bersama ribuan
6216,2022-12-16,1285016293.0,kiai muda lamongan deklarasi dukung ganjar jadi presiden,Positive,ganjar,kiai muda lamongan deklarasi dukung jadi
6230,2022-12-16,21287066.0,kiai muda jatim deklarasi dukung ganjar presiden surabaya kiai muda jawa timur yang ada di lamongan mendeklarasikan dukungan kepada ganjar pranowo menjadi presiden ribuan via,Positive,ganjar,kiai muda jatim deklarasi dukung surabaya kiai muda jawa timur yang ada di lamongan mendeklarasikan dukungan kepada menjadi ribuan via
6235,2022-12-16,1023369140.0,ganjar presiden kita,Positive,ganjar,kita
6239,2022-12-16,2317320518.0,komunitas nelayan pesisir jabar deklarasi ganjar presiden pranowo,Negative,ganjar,komunitas nelayan pesisir jabar deklarasi
6241,2022-12-16,564578290.0,ribuan nelayan di bekasi siap dukung ganjar presiden pranowo,Positive,ganjar,ribuan nelayan di bekasi siap dukung
6245,2022-12-16,986683928.0,hasil survei cpcs menunjukan nama ganjar pranowo masih menjadi tokoh yang kuat untuk bisa maju di pemilihan presiden,Positive,ganjar,hasil cpcs menunjukan nama masih menjadi tokoh yang kuat untuk bisa maju di pemilihan
6247,2022-12-16,79130206.0,kiai muda lamongan deklarasi dukung ganjar jadi presiden,Positive,ganjar,kiai muda lamongan deklarasi dukung jadi
6268,2022-12-16,32711377.0,jadi jelas juga dong kalau antum kemaren posting gambar pak ganjar bisa jadi presiden tuh beliau gimana ya para kadrun akan pada bunuh diri kah,Negative,ganjar,jadi jelas juga dong kalau antum kemaren posting gambar pak bisa jadi beliau gimana para kadrun akan pada bunuh diri kah
6276,2022-12-15,3262019424.0,cartoon id melihat argentina mengangkat tropi piala dunia presiden ganjar pranowo dapet hadiah dari kang maman,Positive,ganjar,cartoon id melihat argentina mengangkat tropi piala dunia dapet hadiah dari kang maman
6277,2022-12-15,1940452248.0,bravob ada ada aja perilaku mahasiswi gen  yang ngaku pancasilais tapi rasis pendukung jokowi ganjar kok mulai konservatif ya saya aja pendukung sultan presiden mendukung siapapun termasuk minoritas jadi gubernur diy,Positive,ganjar,bravob ada ada perilaku mahasiswi gen yang ngaku pancasilais tapi rasis pendukung jokowi kok mulai konservatif saya pendukung sultan mendukung siapapun termasuk minoritas jadi gubernur diy
6302,2022-12-15,2328087914.0,dukung ganjar di sebagai presiden ri,Positive,ganjar,dukung di sebagai
6336,2022-12-15,564578290.0,relawan desa sulsel siap dukung ganjar presiden pranowo,Positive,ganjar,relawan desa sulsel siap dukung
6347,2022-12-15,1878861787.0,relawan yg tergabung dalam komunitas nelayan pesisir jawa barat melakukan deklarasi ganjar presiden di kampung pondok dua bekasi deklarasi diikuti oleh peserta yg terdiri dari para nelayan di sekitar pantai harapan jaya,Positive,ganjar,relawan tergabung dalam komunitas nelayan pesisir jawa barat melakukan deklarasi di kampung pondok dua bekasi deklarasi diikuti oleh peserta terdiri dari para nelayan di sekitar pantai harapan jaya
6353,2022-12-14,68930552.0,banyak harapan dan citacita untuk yang lebih baik termasuk dalam upaya memberikan dukungan yang besar untuk bapak ganjar pranowo sebagai presiden pada,Positive,ganjar,banyak harapan dan citacita untuk yang lebih baik termasuk dalam upaya memberikan dukungan yang besar untuk bapak sebagai pada
6361,2022-12-14,79130206.0,komunitas sopir truk di banten dukung ganjar jadi presiden,Positive,ganjar,komunitas sopir truk di banten dukung jadi
6362,2022-12-14,30617522.0,perhatikan nasib nelayan dan wilayah pesisir ganjar pranowo didorong ribuan nelayan jadi presiden,Positive,ganjar,perhatikan nasib nelayan dan wilayah pesisir didorong ribuan nelayan jadi
6373,2022-12-14,1266329066.0,dukung ganjar pranowo presiden pranowo,Positive,ganjar,dukung
6376,2022-12-14,435004096.0,semoga indonesia lebih baik dan bisa menjadi presiden pada tahun,Positive,ganjar,semoga lebih baik dan bisa menjadi pada tahun
6384,2022-12-14,577137105.0,ganjar pranowo for presiden,Negative,ganjar,for
6390,2022-12-14,2353100029.0,dukung ganjar pranowo sebagai presiden pranowo,Positive,ganjar,dukung sebagai
6393,2022-12-14,2358961734.0,dukung ganjar pranowo sebagai presiden pranowo,Positive,ganjar,dukung sebagai
6416,2022-12-13,302534044.0,ribuan relawan mak ganjar banten doakan ganjar pranowo jadi presiden newsmedia,Positive,ganjar,ribuan relawan mak banten doakan jadi newsmedia
6423,2022-12-13,2162133289.0,semoga indonesia lebih baik dan ganjar pranowo bisa menjadi presiden pada tahun,Positive,ganjar,semoga lebih baik dan bisa menjadi pada tahun
6425,2022-12-13,1357197991.0,tuminah ayo datang rame ambil hadiah nya dan pilih ganjar pranowo presiden fix,Positive,ganjar,tuminah ayo datang rame ambil hadiah dan pilih fix
6429,2022-12-13,2503761613.0,semoga indonesia lebih baik dan ganjar pranowo bisa menjadi presiden pada tahun sahabatganjar,Positive,ganjar,semoga lebih baik dan bisa menjadi pada tahun sahabatganjar
6434,2022-12-13,704092608.0,deklarasi ganjar pranowo presiden pranowo,Negative,ganjar,deklarasi
6439,2022-12-13,1266329066.0,ganjar presiden pranowo,Positive,ganjar,
6441,2022-12-13,2765058648.0,ganjar presiden pranowo,Positive,ganjar,
6442,2022-12-13,2765058648.0,ganjar presiden pranowo,Positive,ganjar,
6453,2022-12-13,1978790995.0,dukung ganjar pranowo jadi presiden santri di banyuasin harapan itu kami temukan harapan itu kami temukan hanya pada diri pak ganjar ujar koordinator wilayah sdg sumsel faisal tanjung,Positive,ganjar,dukung jadi santri di banyuasin harapan itu kami temukan harapan itu kami temukan hanya pada diri pak ujar koordinator wilayah sdg sumsel faisal tanjung
6470,2022-12-13,186434280.0,ganti presiden ganjar endrin mana endrin,Positive,ganjar,ganti endrin mana endrin
6473,2022-12-12,1964287824.0,ini baru kereeen bukan editan warga masyarakat kab karanganyar siap dukung ganjar pranowo presiden,Positive,ganjar,ini baru kereeen bukan editan warga masyarakat kab karanganyar siap dukung
6477,2022-12-12,1632918924.0,dibanding ganjar ade armando sebut peluang anies baswedan semakin nyata bisa jadi presiden,Positive,ganjar,dibanding ade armando sebut peluang semakin nyata bisa jadi
6479,2022-12-12,585858346.0,dibanding ganjar ade armando sebut peluang anies baswedan semakin nyata bisa jadi presiden,Positive,ganjar,dibanding ade armando sebut peluang semakin nyata bisa jadi
6480,2022-12-12,118916733.0,komunitas ojol sejabodetabek akan deklarasi dukung ganjar pranowo presiden ri,Positive,ganjar,komunitas ojol sejabodetabek akan deklarasi dukung
6484,2022-12-12,3811914674.0,dibanding ganjar ade armando sebut peluang anies baswedan semakin nyata bisa jadi presiden,Positive,ganjar,dibanding ade armando sebut peluang semakin nyata bisa jadi
6491,2022-12-12,1461796651.0,wajar memang dan sebagai manusua harus berbagi tapi kalo ada embelsembako bergambar ganjar pranowo dan koar pilih ganjar presiden dilampung tempat sy ada kalo mau kasih sembako kasih aja ini malah suruh pilih ganjar pranowo,Positive,ganjar,wajar memang dan sebagai manusua harus berbagi tapi ada embelsembako bergambar dan koar pilih dilampung tempat ada mau kasih sembako kasih ini malah suruh pilih
6505,2022-12-12,2422354280.0,mantapppkerennnganjar pranowo didukung ratusan santri jadi presiden,Positive,ganjar,mantapppkerennnganjar didukung ratusan santri jadi
6525,2022-12-12,55507370.0,ratusan santri doa bersama dukung ganjar pranowo presiden,Positive,ganjar,ratusan santri doa bersama dukung
6545,2022-12-12,231355136.0,dukung ganjar presiden santri di banyuasin dia bisa bawa moderasi beragama,Positive,ganjar,dukung santri di banyuasin dia bisa bawa moderasi beragama
6551,2022-12-11,231355136.0,relawan ajak santri doakan terus ganjar jadi presiden,Positive,ganjar,relawan ajak santri doakan terus jadi
6553,2022-12-11,79130206.0,dukung ganjar pranowo jadi presiden santri di banyuasin harapan itu kami temukan,Positive,ganjar,dukung jadi santri di banyuasin harapan itu kami temukan
6554,2022-12-11,231355136.0,gusgus nusantara jawa timur deklarasikan ganjar pranowo presiden,Negative,ganjar,gusgus nusantara jawa timur deklarasikan
6559,2022-12-11,231355136.0,kowarteg bersama pedagang bubur ayam sejaktim deklarasi dukung ganjar presiden,Negative,ganjar,kowarteg bersama pedagang bubur ayam sejaktim deklarasi dukung
6564,2022-12-11,1090112460.0,ribuan santri di banten dukung ganjar pranowo jadi presiden,Positive,ganjar,ribuan santri di banten dukung jadi
6567,2022-12-11,79130206.0,kowarteg bersama pedagang bubur ayam sejaktim dukung ganjar jadi presiden,Positive,ganjar,kowarteg bersama pedagang bubur ayam sejaktim dukung jadi
6570,2022-12-11,79130206.0,gusgus nusantara jatim mantap dukung ganjar pranowo jadi presiden,Positive,ganjar,gusgus nusantara jatim mantap dukung jadi
6578,2022-12-11,2328087914.0,dukung ganjar di sebagai presiden ri,Positive,ganjar,dukung di sebagai
6588,2022-12-11,3189327655.0,gusgus nusantara jawa timur deklarasikan dukung ganjar pranowo presiden,Negative,ganjar,gusgus nusantara jawa timur deklarasikan dukung
6616,2022-12-10,30617522.0,srikandi ganjar konsolidasikan ganjar presiden lewat masakmemasak serentak di provinsi,Positive,ganjar,srikandi konsolidasikan lewat masakmemasak serentak di provinsi
6623,2022-12-10,231355136.0,ribuan santri di banten kukuhkan dukungan untuk ganjar pranowo presiden,Positive,ganjar,ribuan santri di banten kukuhkan dukungan untuk
6632,2022-12-10,2765058648.0,ganjar pranowo presiden pranowo,Positive,ganjar,
6633,2022-12-10,2765058648.0,ganjar presiden pranowo,Positive,ganjar,
6660,2022-12-10,1645980546.0,tuan guru di sumut gelar dzikir bersama doakan ganjar jadi presiden,Positive,ganjar,tuan guru di sumut gelar dzikir bersama doakan jadi
6661,2022-12-10,1645980546.0,tuan guru di sumut gelar dzikir bersama doakan ganjar jadi presiden via,Positive,ganjar,tuan guru di sumut gelar dzikir bersama doakan jadi via
6663,2022-12-10,154435354.0,cukup relawan yg bergerak dukungan kpd terus berdatangan kali ini dari komunitas motor cbr dan trail komunitas budidaya ikan dan komunitas seni hadroh bersama sahabat ganjar deklarasi ganjar presiden ganjar fokus kerja dukungan datang terus,Positive,ganjar,cukup relawan bergerak dukungan kpd terus berdatangan kali ini dari komunitas motor cbr dan trail komunitas budidaya ikan dan komunitas seni hadroh bersama sahabat deklarasi fokus kerja dukungan datang terus
6674,2022-12-09,79130206.0,berdoa untuk kebaikan indonesia tuan guru di sumut ingin ganjar pranowo jadi presiden,Positive,ganjar,berdoa untuk kebaikan tuan guru di sumut ingin jadi
6677,2022-12-09,3700681692.0,tuan guru di sumut gelar doa untuk kebaikan indonesia dan ganjar pranowo presiden,Positive,ganjar,tuan guru di sumut gelar doa untuk kebaikan dan
6679,2022-12-09,78596326.0,tuan guru di sumut berdoa untuk kebaikan indonesia dan ganjar pranowo presiden,Positive,ganjar,tuan guru di sumut berdoa untuk kebaikan dan
6680,2022-12-09,2392460208.0,tuan guru di sumut berdoa untuk kebaikan indonesia dan ganjar pranowo presiden,Positive,ganjar,tuan guru di sumut berdoa untuk kebaikan dan
6685,2022-12-09,2162133289.0,selain itu komunitas petani milenial juga yakin bahwa ganjar pranowo bisa meningkatkan pertanian di indonesia ketika dirinya menjadi presiden ri di tahun,Positive,ganjar,selain itu komunitas petani milenial juga yakin bahwa bisa meningkatkan pertanian di ketika dirinya menjadi di tahun
6692,2022-12-09,435004096.0,mengusung tema doa untuk dan indonesia kegiatan kali ini menjadi harapan besar bagi relawan ganjar yang dikomandoi oleh gus nahib ini agar mengawal ganjar pranowo sampai menjadi presiden indonesia,Positive,ganjar,mengusung tema doa untuk dan kegiatan kali ini menjadi harapan besar bagi relawan yang dikomandoi oleh gus nahib ini agar mengawal sampai menjadi
6698,2022-12-09,575204752.0,ganjar presiden,Positive,ganjar,
6710,2022-12-09,2354094836.0,mengusung tema doa untuk ganjar pranowo dan indonesia kegiatan kali ini menjadi harapan besar bagi relawan ganjar yang dikomandoi oleh gus nahib ini agar mengawal sampai menjadi presiden indonesia generasi putih,Positive,ganjar,mengusung tema doa untuk dan kegiatan kali ini menjadi harapan besar bagi relawan yang dikomandoi oleh gus nahib ini agar mengawal sampai menjadi generasi putih
6713,2022-12-09,106804618.0,nasdem sulsel sangat total dalam menyambut calon presiden anies baswedan lah masak ganjar pranowo apalagi prabowo daddies,Positive,ganjar,nasdem sulsel sangat total dalam menyambut lah masak apalagi daddies
6722,2022-12-09,2765803070.0,ya allah ya tuhan kami jadikan dan ridhoi ganjar pranowo jadi presiden indonesia takbir allahu akbar,Positive,ganjar,allah tuhan kami jadikan dan ridhoi jadi takbir allahu akbar
6726,2022-12-08,833805482.0,doanya buat pak ganjar jadi presiden aamiin,Positive,ganjar,doanya buat pak jadi aamiin
6738,2022-12-08,79130206.0,ratusan nelayan pesisir jakarta sepakat mendukung ganjar jadi presiden,Positive,ganjar,ratusan nelayan pesisir jakarta sepakat mendukung jadi
6739,2022-12-08,577137105.0,jatim ganjar presiden,Positive,ganjar,jatim
6743,2022-12-08,2425122774.0,jatim presiden adalah ganjar pranowo,Positive,ganjar,jatim adalah
6746,2022-12-08,68930552.0,persaingan bakal calon presiden capres jelang pemilu semakin mengerucut pada tiga tokoh papan atas dalam rating survei mereka adalah prabowo subianto ganjar pranowo dan anies baswedan,Positive,ganjar,persaingan bakal capres jelang semakin mengerucut pada tiga tokoh papan atas dalam rating mereka adalah dan
6748,2022-12-08,86900207.0,cuma mau ngasih taujangan baper yamenurut pendapat saya mayoritas pendukung prabowo sebesar sd mendukung pak menjadi presiden ri tahun mendukung pak dan mendukung ganjarudah tau kan berapa persen elektabilitasnya,Positive,ganjar,cuma mau ngasih taujangan baper yamenurut pendapat saya mayoritas pendukung sebesar sd mendukung pak menjadi tahun mendukung pak dan mendukung ganjarudah kan berapa persen elektabilitasnya
6749,2022-12-08,86900207.0,cuma mau ngasih taujangan baper yamenurut pendapat saya mayoritas pendukung prabowo sebesar sd mendukung pak menjadi presiden ri tahun mendukung pak dan mendukung ganjarudah tau kan berapa persen elektabilitasnya,Positive,ganjar,cuma mau ngasih taujangan baper yamenurut pendapat saya mayoritas pendukung sebesar sd mendukung pak menjadi tahun mendukung pak dan mendukung ganjarudah kan berapa persen elektabilitasnya
6756,2022-12-08,404577193.0,sahabat ganjar adakan turnamen voli di bekasi tujuannya utk mencari bakat muda yg unggul dan harapannya masy bekasi lbh mengenal sosok bakal presiden ganjar pranowo ucap yuliana ketua dpc kota bekasi,Positive,ganjar,sahabat adakan turnamen voli di bekasi tujuannya mencari bakat muda unggul dan harapannya masy bekasi lbh mengenal sosok bakal ucap yuliana ketua dpc kota bekasi
6777,2022-12-08,2669430458.0,wah mbak noor nadhia yg kece bin aktif aja paham betul pak yg terbaik mendukung pak ganjar mjd presiden agar kesejahteraan perempuan indonesia lbh diperhatikan amp peranan di sosial masyarakat lbh disejahterakan yes toss mbak kita sama,Positive,ganjar,wah mbak noor nadhia kece bin aktif paham betul pak terbaik mendukung pak mjd agar kesejahteraan perempuan lbh diperhatikan peranan di sosial masyarakat lbh disejahterakan yes toss mbak kita sama
